,Name,Price,County,Make,Model,Trim,Trim Level,Year,Mileage,Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,EURO NCAP Safety Rating,Warranty,Battery Capacity,Battery Range (up to)
2708,Renault Megane 1.5 dCi 110 Dynamique NAV,"€17,500",Cork,Renault,Megane,DYNAMIQUE NAV,Medium Trim,2017,"24,450 km",Diesel,Automatic,Estate,1.5 litre,110hp,11.6 sec,5,5,Blue,Ireland,1,180,Aug 2023,5/5,,,
2709,Volkswagen Jetta 2.0tdi 110BHP Comfortline Low Mi,No Price,Cork,Volkswagen,Jetta,Comfortline,Medium Trim,2017,"92,200 km",Diesel,Manual,Saloon,2.0 litre,110hp,11.0 sec,5,4,Grey,Ireland,2,190,Feb 2023,---,Available,,
2710,Dacia Duster 2016,"€10,500","Clifden, Galway",Dacia,Duster,ALTERNATIVE,Base Trim,2016,"123,000 km",Diesel,Manual,SUV,1.5 litre,110hp,11.8 sec,5,4,White,Ireland,---,200,Feb 2024,3/5,,,
2711,Mercedes-Benz E-Class E220 D Coupe AMG Sport A/T,"€64,900",Galway,Mercedes-Benz,E-Class,AMG SPORT,Sports Trim,2021,"39,581 km",Diesel,Automatic,Coupe,2.0 litre,194hp,7.4 sec,4,2,Black,Ireland,1,280,Apr 2025,5/5,12 Month,,
2712,Kia Sportage 1.6 K3 Plug In Hybrid,"€47,500",Dublin,KIA,Sportage,---,---,2022,0 km,Hybrid,Automatic,MPV,1.6 litre,---,---,---,5,Red,Other,---,---,---,---,,---,
2713,181 SKODA OCTAVIA 1.6 TDI AMBITION,"€16,950",Mayo,Skoda,Octavia,Ambition,Medium Trim,2018,"145,000 km",Diesel,Manual,Saloon,1.6 litre,115hp,10.1 sec,5,4,Grey,Ireland,1,190,Jan 2024,5/5,Available,,
2714,2008 Volkswagen Passat New Nct 1.9 Diesel,"€2,150",Dublin,Volkswagen,Passat,,,2008,"290,000 km",Diesel,---,Estate,1.9 litre,,,5,---,Silver,Ireland,2,390,Jul 2023,,,,
2715,Renault Captur 1.5dci Auto Iconic,"€24,995",Wexford,Renault,Captur,---,---,2020,"74,638 km",Diesel,Automatic,Hatchback,1.5 litre,---,---,---,---,Black,Northern Ireland,1,---,---,---,Available,,
2716,Honda Fit FIT Hybrid 5DR Auto,"€14,995",Dublin,Honda,Fit,---,---,2017,---,Hybrid,Automatic,Hatchback,1.5 litre,---,---,---,5,White,Ireland,1,---,---,---,Available,---,
2717,Nissan Micra March Auto 1.2 air/con full Electric,"€11,495",Dublin,Nissan,Micra,---,Base Trim,2017,"52,120 km",Petrol,Automatic,Hatchback,1.2 litre,80hp,14.5 sec,5,5,Silver,Ireland,2,200,---,4/5,,,
2718,2013 VW Golf 1.2 HIGHLINE - 2 YEAR WARRANTY,"€13,950",Dublin,Volkswagen,Golf,HIGHLINE,Luxury Trim,2013,"107,135 km",Petrol,Manual,Estate,1.2 litre,105hp,10.2 sec,5,5,Black,Ireland,1,200,Feb 2024,5/5,2 Year,,
2719,Ford Focu,"€4,250",Cork,Ford,Focus,,,2009,---,Diesel,---,Hatchback,1.6 litre,,,5,---,Blue,Ireland,1,200,Jun 2021,,,,
2720,2010 Hyundai i30 1.6 COMFORT  - LOW MILEAGE,"€5,950",Dublin,Hyundai,i30,,,2010,"68,682 mi",Diesel,Automatic,Hatchback,1.6 litre,,,5,5,Grey,Ireland,---,390,Oct 2023,,3 Month,,
2721,2010 Ford Fiesta 1.2 ZETEC - NEW TIMING BELT KIT,"€6,950",Dublin,Ford,Fiesta,,,2010,"155,781 km",Petrol,Manual,Hatchback,1.2 litre,,,5,5,Black,Ireland,---,280,Oct 2023,,3 Month,,
2722,2014 Ford Fiesta 1.0 ZETEC - 2 YEAR WARRANTY,"€10,950",Dublin,Ford,Fiesta,ZETEC,Medium Trim,2014,"63,693 km",Petrol,Manual,Hatchback,1.0 litre,65hp,16.8 sec,5,4,White,Ireland,3,180,Nov 2024,5/5,2 Year,,
2723,Volkswagen Golf 5DR Auto 132 D 23837,"€14,950",Longford,Volkswagen,Golf,HIGHLINE,Luxury Trim,2013,"58,670 km",Petrol,Automatic,Hatchback,1.4 litre,140hp,8.4 sec,5,5,White,Ireland,1,190,---,5/5,,,
2724,1.4 Diesel Volkswagen Polo,"€11,500",Donegal,Volkswagen,Polo,Trendline,Base Trim,2015,"72,000 mi",Diesel,Manual,Hatchback,1.4 litre,75hp,12.9 sec,5,5,Grey,Ireland,1,180,Jan 2023,5/5,,,
2725,Deposit Taken!142 Golf Match!New NCT!Tax/Warranty!,"€12,750",Galway,Volkswagen,Golf,BLUEMOTION,Base Trim,2014,"150,000 km",Diesel,Manual,Hatchback,1.6 litre,105hp,11.3 sec,5,5,Grey,Ireland,---,180,Dec 2024,---,Available,,
2726,Mercedes-Benz CLA 200d Shooting Brake Amg-line  o,"€29,950",Cork,Mercedes-Benz,CLA-Class,AMG SPORT,Sports Trim,2017,"77,287 km",Diesel,Manual,Estate,2.1 litre,136hp,9.7 sec,5,5,White,Ireland,1,200,Feb 2023,---,Available,,
2727,Peugeot 5008 Auto (price Incl E2000 Scrappage),"€37,995",Dublin,Peugeot,5008,Active,Medium Trim,2020,"32,677 km",Diesel,Automatic,MPV,1.5 litre,130hp,11.8 sec,7,4,Grey,Ireland,1,180,Feb 2024,5/5,Available,,
2728,"BMW 116D,  Auto, 1.5D, 5dr Low Mileage, 2015","€15,900",Kilkenny,BMW,1-Series,SE,Medium Trim,2015,"111,142 km",Diesel,Automatic,Hatchback,1.5 litre,116hp,10.3 sec,5,4,Silver,Ireland,1,180,Nov 2023,---,3 Month,,
2729,KIA Stonic 2021,"€18,975","Moylough, Galway",KIA,Stonic,PE,Medium Trim,2021,---,Petrol,Manual,Estate/Jeep,1.0 litre,100hp,10.7 sec,5,5,Blue,Ireland,1,200,Mar 2025,5/5,,,
2730,Bmw 3 Series 330d M Sport E90,"€9,250",Carlow,BMW,3-Series,,,2009,---,Diesel,Automatic,Saloon,3.0 litre,,,5,4,Black,Ireland,3,570,Apr 2023,,,,
2731,2014 MERC C220 CDI SPORT AUTO/ PRICE INCLUDES VRT,"€13,250","Strabane, Tyrone",Mercedes-Benz,C-Class,---,---,2014,"139,000 mi",Diesel,Automatic,Saloon,2.1 litre,---,---,5,4,Black,Northern Ireland,2,---,---,---,,,
2732,Land Rover Range Rover Evoque 2.2 SD4 190HP Auto,"€26,995",Cork,LAND ROVER,Range Rover Evoque,DYNAMIC,Sports Trim,2015,"141,265 km",Diesel,Automatic,SUV,2.2 litre,190hp,8.5 sec,5,5,Brown,Ireland,1,280,Apr 2023,5/5,Available,,
2733,Volkswagen Golf 2012 Diesel RLine,"€8,250",Leitrim,Volkswagen,Golf,TRENDLINE,Base Trim,2012,"135,769 mi",Diesel,Manual,Hatchback,1.6 litre,105hp,11.3 sec,5,4,Silver,Ireland,5,200,Feb 2023,---,,,
2734,S-line A4,"€6,500","Tralee, Kerry",Audi,A4,,,2010,"181,000 mi",Diesel,---,Saloon,2.0 litre,,,5,---,Silver,Ireland,4,280,Aug 2023,,,,
2735,2012 VW POLO 1.2 5 DOOR/ NI CAR / VRT €1097,"£4,850","Strabane, Tyrone",Volkswagen,Polo,---,---,2012,"113,000 mi",Petrol,Manual,Hatchback,1.2 litre,---,---,5,5,White,United Kingdom,3,---,---,---,,,
2736,Mercedes C220 New NCT!,"€8,250","South County, Dublin",Mercedes-Benz,C-Class,Classic,Base Trim,2012,"268,000 km",Diesel,Automatic,Saloon,2.1 litre,170hp,---,5,4,Black,Ireland,1,280,Jul 2022,---,,,
2737,Ford Fiesta 1.0t Ecoboost 95ps Titanium,"€17,000",Cork,Ford,Fiesta,Titanium,Medium Trim,2020,"96,000 km",Petrol,Manual,Hatchback,1.0 litre,95hp,10.6 sec,5,4,Black,Ireland,1,180,Jan 2024,5/5,Available,,
2738,08 Bmw 520D Msport Nct 10.23,"€5,100","Drogheda, Louth",BMW,5-Series,,,2008,"225,500 km",Diesel,Manual,Saloon,2.0 litre,,,5,4,Black,Ireland,6,280,Oct 2023,,,,
2739,Mitsubishi Outlander 4WD 2 Seat Business Commerci,"€18,950",Dublin,Mitsubishi,Outlander,---,---,2018,"124,461 km",Diesel,Manual,SUV,2.3 litre,---,---,---,4,White,Ireland,1,333,Jul 2023,---,Available,,
2740,Nissan Pulsar 1.5 DSL XE E6 4DR,"€13,995",Waterford,Nissan,Pulsar,XE,Base Trim,2016,"76,001 km",Diesel,Manual,Hatchback,1.5 litre,110hp,11.5 sec,5,4,Grey,Ireland,3,180,Nov 2022,5/5,,,
2741,"Volvo V40 D3 R-Design LUX NAV Automatic, High spec","€14,950","West County, Dublin",Volvo,V40,R-Design,Sports Trim,2015,"84,000 km",Diesel,Automatic,Hatchback,2.0 litre,150hp,8.4 sec,5,5,Red,Ireland,---,190,Feb 2023,---,,,
2742,Volkswagen T-Roc Design 2.0tdi 115HP M6F,"€28,975",Wexford,Volkswagen,T-Roc,Design,Medium Trim,2021,"53,180 km",Diesel,Manual,SUV,2.0 litre,115hp,10.9 sec,5,5,Blue,Ireland,1,190,---,5/5,Available,,
2743,Toyota Yaris Yaris 1.0 Luna,"€21,445",Dublin,Toyota,Yaris,Luna,Medium Trim,2022,"14,000 km",Petrol,Manual,Hatchback,1.0 litre,72hp,15.3 sec,5,4,Silver,Ireland,1,200,Mar 2026,5/5,Available,,
2744,Ford Kuga ST Line X Plug In Hybrid Phev Available,No Price,Kildare,Ford,Kuga,---,---,2022,12 km,Hybrid,Automatic,SUV,2.5 litre,---,---,---,5,Black,Other,1,---,---,---,Available,---,
2745,Fresh nct Audi A3  diesel convertible,"€6,000","Newbridge, Kildare",Audi,A3,,,2009,"121,000 mi",Diesel,Manual,Convertible,1.9 litre,,,4,2,Blue,Ireland,3,280,Mar 2022,,,,
2746,2011 seat Ibiza 1.2 (warranty+ new nct),"€5,899",Wexford,SEAT,Ibiza,REFERENCE,Medium Trim,2011,"143,379 km",Petrol,Manual,MPV,1.2 litre,70hp,13.9 sec,5,4,Grey,Ireland,3,270,Oct 2023,---,Available,,
2747,SEAT Arona 1.0 SE SUV Petrol Manual (110bhp),"€21,950",Dublin,SEAT,Arona,SE,Base Trim,2021,"38,500 km",Petrol,Manual,SUV,1.0 litre,110hp,10.3 sec,5,5,Blue,Ireland,1,200,---,5/5,Available,,
2748,Jaguar XJ Series 3.2 S Auto Immaculate Featured I,"€9,949",Meath,Jaguar,Other,,,1994,"139,111 km",Petrol,Automatic,Saloon,3.2 litre,,,---,4,Black,Ireland,2,---,---,,,,
2749,Nissan Micra 1.0 N-design Black Ex-t M My21.5,"€22,500",Waterford,Nissan,Micra,SV,Medium Trim,2022,10 km,Petrol,Manual,MPV,1.0 litre,71hp,16.4 sec,5,4,White,Ireland,1,200,Mar 2026,4/5,,,
2750,Jaguar S-Type 2000,"€1,000","Ennis, Clare",Jaguar,S-Type,,,2000,"128,000 mi",Petrol,Automatic,Saloon,3.0 litre,,,3,4,Silver,Ireland,4,1494,Jul 2015,,,,
2751,BMW 5 Series 530e SE Saloon,"€34,995",Tipperary,BMW,5-Series,SE,Base Trim,2018,"95,122 km",Hybrid,Automatic,Saloon,2.0 litre,252hp,6.2 sec,5,4,Blue,Ireland,---,170,---,5/5,2 Year,---,
2752,Skoda Superb 2010,"€5,800","Ardee, Louth",Skoda,Superb,,,2010,"187,000 mi",Diesel,Unknown,Hatchback,2.0 litre,,,5,5,Grey,Ireland,4,390,Aug 2023,,,,
2753,2012 Volkswagen Passat 1.6tdi 105bhp Se,"€7,650",Donegal,Volkswagen,Passat,COMFORTLINE,Medium Trim,2012,---,Diesel,Manual,Saloon,1.6 litre,105hp,12.2 sec,5,4,Black,Ireland,2,200,Oct 2024,5/5,3 Month,,
2754,Ford Focus Edition 1.6 95ps 2014MY,"€12,995",Dublin,Ford,Focus,EDITION,Medium Trim,2014,"77,000 km",Diesel,Manual,Hatchback,1.6 litre,95hp,12.5 sec,5,4,Blue,Ireland,2,190,Jun 2022,5/5,Available,,
2755,Renault Clio Dynamique Edition Naeb TCe 90,"€23,654",Cork,Renault,Clio,Dynamique,Medium Trim,2022,0 km,Petrol,Manual,Hatchback,1.0 litre,72hp,16.4 sec,5,5,White,Ireland,1,---,---,5/5,Available,,
2756,Volkswagen Golf TL SP 1.6tdi 115BHP SALE NOW ON S,"€24,500",Galway,Volkswagen,Golf,Trendline,Base Trim,2019,"51,447 km",Diesel,Manual,Hatchback,1.6 litre,115hp,10.2 sec,5,5,Red,Ireland,1,190,Apr 2023,---,,,
2757,Volkswagen T-Roc 2.0 TDI 115bhp Design,"€28,900",Wexford,Volkswagen,T-Roc,Design,Medium Trim,2021,"28,658 mi",Diesel,Manual,SUV,2.0 litre,115hp,10.9 sec,5,5,Blue,Ireland,1,200,Jul 2025,5/5,Available,,
2758,Mercedes E250 CDI Coupe Avantgarde,"€9,950",Kildare,Mercedes-Benz,E-Class,,,2010,"189,989 mi",Diesel,Automatic,Coupe,2.1 litre,,,4,2,Black,Ireland,2,570,May 2023,,3 Month,,
2759,**2018 Audi A6 2.0tdi ultra black edition••,"€35,950","Letterkenny, Donegal",Audi,A6,S Line,Sports Trim,2018,"83,000 mi",Diesel,Automatic,Saloon,2.0 litre,190hp,8.2 sec,5,4,Red,Ireland,---,180,Mar 2022,---,,,
2760,BMW 520 D Msport 6 speed Manual,"€10,950",Dublin,BMW,5-Series,SE,Base Trim,2011,"159,000 mi",Diesel,Manual,Saloon,2.0 litre,184hp,8.1 sec,5,4,Grey,Ireland,1,270,Jul 2023,---,Available,,
2761,Mitsubishi Outlander New Model 2.4l Plug-in EV In,"€29,900",Limerick,Mitsubishi,Outlander,Intense,Base Trim,2018,"79,443 km",Hybrid,Automatic,SUV,2.4 litre,224hp,10.5 sec,5,5,Black,Ireland,1,140,---,5/5,Available,13.8 kWh,
2762,Audi A5 Reserve FOR 2023 - 2.0tdi 163BHP S Line -,"€67,750",Galway,Audi,A5,---,---,2023,---,Diesel,Automatic,Hatchback,2.0 litre,---,---,---,---,Blue,Other,---,---,---,---,Available,,
2763,Mini Cooper D  Huge spec,"€11,950",Dublin,Mini,Cooper,---,---,2014,"125,000 km",Diesel,---,Hatchback,1.5 litre,---,---,---,3,Black,Ireland,1,180,Feb 2023,---,,,
2764,Citroen C4 Flair  Glass Roof  New Nct  Pristine 7,"€23,900",Dublin,Citroen,C4,---,---,2017,"96,560 km",Diesel,Manual,MPV,1.6 litre,---,---,---,5,Black,Other,2,---,Mar 2024,---,,,
2765,Hyundai i10 1.0 Classic,"€10,495",Meath,Hyundai,i10,Classic,Base Trim,2016,"130,965 km",Petrol,Manual,Hatchback,1.0 litre,65hp,14.9 sec,5,4,Silver,Ireland,4,190,Aug 2022,4/5,Available,,
2766,Kia Pro Ceed GT Line 1.6 diesel,"€13,950",Dublin,KIA,Ceed,---,---,2016,"41,000 mi",Diesel,Manual,Hatchback,1.6 litre,---,---,---,3,Silver,Ireland,1,190,Sep 2022,---,,,
2767,VW Polo 1.2 match 5 door,"€6,950",Dublin,Suzuki,Swift,GL,Base Trim,2011,"99,000 mi",Petrol,Manual,Hatchback,1.2 litre,94hp,12.3 sec,5,5,Silver,Ireland,---,190,Dec 2022,5/5,,,
2768,Vw Polo Sport 1.2 Petrol new nct low miles,"€3,750",Dublin,Volkswagen,Polo,,,2008,"91,000 mi",Petrol,Manual,Hatchback,1.2 litre,,,5,5,Blue,Ireland,3,280,Aug 2022,,,,
2769,Nissan Qashqai,"€4,300","Fethard, Wexford",Nissan,Qashqai,,,2008,"184,000 km",Petrol,Automatic,Hatchback,2.0 litre,,,5,5,Blue,Ireland,1,---,Jan 2023,,,,
2770,Mitsubishi Colt Nct 2023,"€3,995",Dublin,Mitsubishi,Colt,,,2007,"111,000 mi",Petrol,---,Hatchback,1.3 litre,,,---,---,Silver,Ireland,4,---,Apr 2023,,Available,,
2771,"2005 BMW X5 3.0 D SPORT  GOOD JEEP 22"" ALLOYS!!","£2,995","Lisnaskea, Fermanagh",BMW,X5,,,2005,"160,000 mi",Diesel,Manual,SUV,3.0 litre,,,5,5,Silver,Northern Ireland,2,---,---,,,,
2772,Kia Xceed 1.6 Xceed Phev,"€35,895",Dublin,KIA,Xceed,---,---,2023,0 km,Hybrid,Automatic,Hatchback,1.6 litre,---,---,---,5,Grey,Other,---,---,---,---,,---,
2773,08 FIAT 500 1.4 LOUNGE *WWW.MR500.IE*,"€5,450",Dublin,Fiat,500,,,2008,"134,937 mi",Petrol,Manual,Hatchback,1.4 litre,,,4,3,Blue,Ireland,---,390,Jun 2023,,Available,,
2774,Toyota Corolla Corolla Hybrid Luna SAL,"€23,900",Mayo,Toyota,Corolla,Luna,Medium Trim,2019,"92,758 km",Hybrid,Automatic,Saloon,1.8 litre,122hp,11.0 sec,5,4,---,Ireland,1,170,Jul 2023,5/5,Available,---,
2775,2011 BMW 116D * NEW NCT * NEW TIMING CHAIN *,"€7,900",Dublin,BMW,1-Series,ES,Medium Trim,2011,"101,398 mi",Diesel,Manual,Hatchback,2.0 litre,116hp,10.3 sec,5,5,Silver,Ireland,2,200,Jul 2023,---,3 Month,,
2776,Audi Q5 2.0 TDI 150BHP Quattro SE,No Price,Sligo,Audi,Q5,SE,Medium Trim,2014,"114,000 km",Diesel,Manual,SUV,2.0 litre,150hp,10.8 sec,5,4,Silver,Ireland,3,390,Jan 2024,5/5,Available,,
2777,1996 Toyota Hilux Surf Crew Cab,"€10,000",Dublin,Toyota,Other,,,1996,"138,000 km",Diesel,---,Estate,3.0 litre,,,2,---,Blue,Ireland,1,---,Aug 2011,,,,
2778,Volkswagen Taigo 1.0 TSI 110HP Style,"€32,950",Offaly,Volkswagen,Taigo,Style,Medium Trim,2022,11 km,Petrol,Manual,SUV,1.0 litre,110hp,10.8 sec,5,5,Blue,Ireland,---,210,---,5/5,Available,,
2779,Skoda Karoq 1.0tsi 115bhp Ambition,"€26,950",Limerick,Skoda,Karoq,Ambition,Base Trim,2019,"25,000 km",Petrol,Manual,Estate,1.0 litre,115hp,10.6 sec,5,4,White,Ireland,1,200,Jan 2023,5/5,Available,,
2780,Ford Mondeo 1.6 TDCi Zetec NCT 01/24,"€5,350",Waterford,Ford,Mondeo,Zetec,Medium Trim,2012,"242,000 km",Diesel,Manual,Hatchback,1.6 litre,116hp,11.4 sec,5,4,Brown,Ireland,3,200,Jan 2024,---,,,
2781,"Honda Civic, 1.3i 2012","€8,999",Dublin,Honda,Civic,SE,Base Trim,2012,"126,000 km",Petrol,Manual,Hatchback,1.3 litre,100hp,13.4 sec,5,5,Black,Ireland,1,270,Nov 2023,---,12 Month,,
2782,Nissan Note 2016 Automatic,"€11,995",Mayo,Nissan,Note,SV,Medium Trim,2016,"85,000 km",Petrol,Automatic,MPV,1.2 litre,98hp,12.2 sec,5,5,Silver,Ireland,---,190,---,4/5,,,
2783,Hyundai Tucson Executive Plus 1.6l Diesel SUV Her,"€36,450",Dublin,Hyundai,Tucson,Executive Plus,Luxury Trim,2021,"57,000 km",Diesel,Manual,SUV,1.6 litre,115hp,11.8 sec,5,5,Grey,Ireland,1,270,Jan 2025,---,4 Year,,
2784,Toyota RAV 4 2.0 diesel Luna just tested,"€14,250","Lifford, Donegal",Toyota,RAV4,Luna,Medium Trim,2014,"160,000 km",Diesel,Manual,SUV,2.0 litre,124hp,10.5 sec,5,4,Silver,Ireland,2,270,Sep 2022,5/5,,,
2785,Qashqai 2010 Low Mileage,"€3,999",Kildare,Nissan,Qashqai,,,2010,"130,000 mi",Diesel,Manual,Hatchback,1.5 litre,,,5,5,Blue,Ireland,5,280,Mar 2023,,,,
2786,"LAND ROVER Discovery, 2018,5Seater","€49,950",Dublin,LAND ROVER,Discovery,SE,Medium Trim,2018,"131,000 km",Diesel,Automatic,SUV,2.0 litre,240hp,8.3 sec,5,5,Black,Ireland,2,570,Jan 2024,5/5,,,
2787,"Mercedes-Benz GLA-Class, 2015,4x4 AUTO","€21,950",Dublin,Mercedes-Benz,GLA-Class,STYLE,Medium Trim,2015,"99,000 km",Diesel,Automatic,SUV,2.1 litre,136hp,9.9 sec,5,5,Black,Ireland,2,270,Jun 2023,5/5,6 Month,,
2788,"Porsche Macan, 2017.STUNNING,IRISH CAR","€49,950",Dublin,Porsche,Macan,S,Medium Trim,2017,"137,000 km",Diesel,Automatic,SUV,3.0 litre,258hp,6.3 sec,5,4,Black,Ireland,1,570,Apr 2023,5/5,,,
2789,"Mini Cooper, 2016,CONVERTIBLE,LIKE NEW","€18,950",Dublin,Mini,Cooper,---,---,2016,"85,000 km",Diesel,Manual,Convertible,1.5 litre,---,---,4,2,White,Ireland,1,180,Aug 2022,---,,,
2790,"FORD FIESTA, 2005, 1.2, LOW INSURANCE+TAX","€2,650",Dublin,Ford,Fiesta,,,2005,"210,844 km",Petrol,Manual,Hatchback,1.2 litre,,,5,5,Blue,Ireland,5,358,Dec 2023,,3 Month,,
2791,Hyundai i30 130 Estate 1.6 90bhp Crosswagon,"€4,950",Dublin,Hyundai,i30,,,2009,"252,369 km",Diesel,Manual,Estate,1.6 litre,,,---,4,Black,Ireland,4,---,May 2022,,Available,,
2792,"SEAT Ibiza, 2014","€9,500",Dublin,SEAT,Ibiza,---,---,2014,"71,113 mi",Petrol,Manual,Hatchback,1.4 litre,---,---,5,3,Red,UK,2,---,May 2023,---,3 Month,,
2793,152 Mercedes C63 AMG Plus,"€59,900",Dublin,Mercedes-Benz,AMG,---,---,2015,"66,000 mi",Petrol,Automatic,Estate,4.0 litre,---,---,5,5,White,Ireland,1,750,Sep 2024,---,,,
2794,222d Toyota Landcruser Automatic,"€55,900",Dublin,Toyota,Landcruiser,Business,Medium Trim,2022,56 km,Diesel,Automatic,SUV,2.8 litre,177hp,12.7 sec,2,4,Grey,Ireland,---,333,Aug 2026,---,,,
2795,730 LWB,"€14,900",Dublin,BMW,7-Series,---,---,2011,"159,000 mi",Diesel,Automatic,Saloon,3.0 litre,---,---,---,4,Silver,Ireland,2,---,Oct 2021,---,,,
2796,191 BMW 520d M-Sport,"€35,900",Dublin,BMW,5-Series,M Sport,Sports Trim,2019,"94,000 mi",Diesel,Automatic,Saloon,2.0 litre,184hp,8.1 sec,5,4,Grey,Ireland,---,210,---,---,,,
2797,171 Bmw 520d Sport,"€24,900",Dublin,BMW,5-Series,SE,Base Trim,2017,"159,000 mi",Diesel,Automatic,Saloon,2.0 litre,190hp,7.5 sec,5,4,White,Ireland,1,180,Jul 2024,---,,,
2798,191 Toyota Yaris 1.5 Hybrid Luna,"€17,995",Dublin,Toyota,Yaris,Luna,Medium Trim,2019,"56,000 km",Petrol Hybrid,Automatic,MPV,1.5 litre,100hp,11.8 sec,5,4,Grey,Ireland,---,180,Jan 2023,5/5,,0.9 kWh,
2799,181 BMW 520d M Sport,"€33,900",Dublin,BMW,5-Series,M Sport,Sports Trim,2018,"140,000 km",Diesel,Automatic,Saloon,2.0 litre,190hp,7.5 sec,5,4,Blue,Ireland,---,190,Apr 2024,---,,,
2800,BMW X5 45E M Sport,"€102,900",Dublin,BMW,X5,xLine,Base Trim,2021,"11,000 km",Petrol Plug-in Hybrid,Automatic,SUV,3.0 litre,394hp,5.6 sec,5,4,Blue,Ireland,---,140,Sep 2025,---,,24 kWh,80 km
2801,191 Landrover Sport HSE Dynamic P400,"€84,900",Dublin,LAND ROVER,Range Rover Sport,HSE Dynamic,Sports Trim,2019,"89,000 km",Petrol Plug-in Hybrid,Automatic,SUV,2.0 litre,404hp,6.7 sec,5,5,Blue,Ireland,---,150,Feb 2023,---,,13.1 kWh,---
2802,152 Bmw 520d M-Sport,"€20,900",Dublin,BMW,5-Series,M SPORT,Sports Trim,2015,"219,000 km",Diesel,Automatic,Saloon,2.0 litre,190hp,7.7 sec,5,4,White,Ireland,2,200,Dec 2023,---,,,
2803,08 BMW 320i Sport 1 Owner,"€5,900",Dublin,BMW,3-Series,,,2008,"99,000 mi",Petrol,Manual,Saloon,2.0 litre,,,5,4,Grey,Ireland,---,390,Jul 2023,,,,
2804,132d Bmw M3 Convertible DCT,"€44,900",Dublin,BMW,M3,M3,Sports Trim,2013,"39,000 mi",Petrol,Automatic,Convertible,4.0 litre,420hp,5.1 sec,4,2,Black,Ireland,---,2350,Dec 2024,---,,,
2805,161 Landrover Discovery Sport,"€26,900",Dublin,LAND ROVER,Discovery Sport,S,Base Trim,2016,"148,000 km",Diesel,Manual,SUV,2.0 litre,150hp,11.7 sec,5,5,Grey,Ireland,1,280,Feb 2024,5/5,,,
2806,182d  Audi A3 saloon S-Line 1.6 TDI,"€28,900",Dublin,Audi,A3,S Line,Sports Trim,2018,"68,000 km",Diesel,Manual,Saloon,1.6 litre,116hp,10.4 sec,5,4,White,Ireland,1,190,Jul 2024,5/5,,,
2807,12 Opel Astra  GTC 1.7 CDtI,"€6,995",Dublin,Opel,Astra,Sport,Base Trim,2012,"194,000 km",Diesel,Manual,Hatchback,1.7 litre,110hp,---,5,3,White,Ireland,3,200,Jan 2023,5/5,,,
2808,08 Bmw 630i Sport,"€10,900",Dublin,BMW,6-Series,,,2008,"110,900 mi",Petrol,Automatic,Coupe,3.0 litre,,,4,2,Silver,Ireland,3,1490,Nov 2023,,,,
2809,2010 RangeRover Vogue SE Business Tax €333,"€24,900",Dublin,LAND ROVER,Range Rover,,,2010,"121,000 mi",Diesel,Automatic,SUV,3.6 litre,,,5,5,Black,Ireland,1,333,Oct 2022,,,,
2810,191d Bmw 116d M-Sport Shadow line new album,"€24,995",Dublin,BMW,1-Series,M Sport,Luxury Trim,2019,"89,000 mi",Diesel,Automatic,Hatchback,1.5 litre,116hp,10.3 sec,5,3,Black,Ireland,---,190,Feb 2023,5/5,,,
2811,2009 BMW 730d Sport,"€14,900",Dublin,BMW,7-Series,,,2009,"135,000 mi",Diesel,Automatic,Saloon,3.0 litre,,,5,4,Grey,Ireland,1,750,Nov 2022,,,,
2812,Toyota Verso 2013,"€11,500","Cavan Town, Cavan",Toyota,Verso,Aura,Medium Trim,2013,"108,846 mi",Diesel,Manual,MPV,2.0 litre,126hp,11.3 sec,7,5,Grey,Ireland,1,270,Nov 2023,5/5,,,
2813,BMW 523 I Sport Estate Auto,"€3,900",Dublin,BMW,5-Series,,,2006,"239,000 km",Petrol,Automatic,Estate,2.5 litre,,,5,4,Silver,Ireland,3,1080,Mar 2023,,,,
2814,Land Rover Range Rover 2.0 Phev Autobiography,"€119,950",Dublin,LAND ROVER,Range Rover,Autobiography,Medium Trim,2020,"32,500 km",Hybrid,Automatic,SUV,2.0 litre,404hp,6.8 sec,5,5,Red,Ireland,2,170,Jul 2024,5/5,2 Year,13 kWh,
2815,Nissan Note 2014,"€10,200","Galway City, Galway",Nissan,Note,SV,Medium Trim,2014,"64,110 km",Petrol,Automatic,MPV,1.2 litre,98hp,12.2 sec,5,4,White,Ireland,1,200,Mar 2024,4/5,,,
2816,"Volkswagen Golf, 2012 1.2 tsi","€10,450",Wicklow,Volkswagen,Golf,TRENDLINE,Base Trim,2012,"80,361 km",Petrol,Automatic,Hatchback,1.2 litre,85hp,12.3 sec,5,5,Black,Ireland,1,210,Aug 2024,---,3 Month,,
2817,2011 Audi A4 Sport,"€6,900",Dublin,Audi,A4,---,Base Trim,2011,"129,000 mi",Diesel,Manual,Saloon,2.0 litre,136hp,9.5 sec,5,4,Black,Ireland,---,200,Jan 2023,---,,,
2818,Toyota Hilux 2013 - Finance Options,No Price,Roscommon,Toyota,Hilux,---,---,2013,---,Diesel,Manual,Pick Up,---,---,---,5,4,Black,Ireland,---,---,---,---,,,
